Postcode,Plaatsnaam,Deelgemeente,Hoofdgemeente,Provincie
8490,Jabbeke,Neen,JABBEKE,WEST-VLAANDEREN
8490,Snellegem,Ja,JABBEKE,WEST-VLAANDEREN
8490,Stalhille,Ja,JABBEKE,WEST-VLAANDEREN
8490,Varsenare,Ja,JABBEKE,WEST-VLAANDEREN
8490,Zerkegem,Ja,JABBEKE,WEST-VLAANDEREN
8500,Kortrijk,Neen,KORTRIJK,WEST-VLAANDEREN
8501,Bissegem,Ja,KORTRIJK,WEST-VLAANDEREN
8501,Heule,Ja,KORTRIJK,WEST-VLAANDEREN
8510,Bellegem,Ja,KORTRIJK,WEST-VLAANDEREN
8510,Kooigem,Ja,KORTRIJK,WEST-VLAANDEREN
8510,Marke,Ja,KORTRIJK,WEST-VLAANDEREN
8510,Rollegem,Ja,KORTRIJK,WEST-VLAANDEREN
8511,Aalbeke,Ja,KORTRIJK,WEST-VLAANDEREN
8520,Kuurne,Neen,KUURNE,WEST-VLAANDEREN
8530,Harelbeke,Neen,HARELBEKE,WEST-VLAANDEREN
8531,Bavikhove,Ja,HARELBEKE,WEST-VLAANDEREN
8531,Hulste,Ja,HARELBEKE,WEST-VLAANDEREN
8540,Deerlijk,Neen,DEERLIJK,WEST-VLAANDEREN
8550,Zwevegem,Neen,ZWEVEGEM,WEST-VLAANDEREN
8551,Heestert,Ja,ZWEVEGEM,WEST-VLAANDEREN
8552,Moen,Ja,ZWEVEGEM,WEST-VLAANDEREN
8553,Otegem,Ja,ZWEVEGEM,WEST-VLAANDEREN
8554,Sint-Denijs,Ja,ZWEVEGEM,WEST-VLAANDEREN
8560,Gullegem,Ja,WEVELGEM,WEST-VLAANDEREN
8560,Moorsele,Ja,WEVELGEM,WEST-VLAANDEREN
8560,Wevelgem,Neen,WEVELGEM,WEST-VLAANDEREN
8570,Anzegem,Neen,ANZEGEM,WEST-VLAANDEREN
8570,Gijzelbrechtegem,Ja,ANZEGEM,WEST-VLAANDEREN
8570,Ingooigem,Ja,ANZEGEM,WEST-VLAANDEREN
8570,Vichte,Ja,ANZEGEM,WEST-VLAANDEREN
8572,Kaster,Ja,ANZEGEM,WEST-VLAANDEREN
8573,Tiegem,Ja,ANZEGEM,WEST-VLAANDEREN
8580,Avelgem,Neen,AVELGEM,WEST-VLAANDEREN
8581,Kerkhove,Ja,AVELGEM,WEST-VLAANDEREN
8581,Waarmaarde,Ja,AVELGEM,WEST-VLAANDEREN
8582,Outrijve,Ja,AVELGEM,WEST-VLAANDEREN
8583,Bossuit,Ja,AVELGEM,WEST-VLAANDEREN
8587,Helkijn,Ja,SPIERE-HELKIJN,WEST-VLAANDEREN
8587,Spiere,Ja,SPIERE-HELKIJN,WEST-VLAANDEREN
8600,Beerst,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Diksmuide,Neen,DIKSMUIDE,WEST-VLAANDEREN
8600,Driekapellen,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Esen,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Kaaskerke,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Keiem,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Lampernisse,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Leke,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Nieuwkapelle,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Oostkerke,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Oudekapelle,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Pervijze,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Sint-Jacobs-Kapelle,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Stuivekenskerke,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Vladslo,Ja,DIKSMUIDE,WEST-VLAANDEREN
8600,Woumen,Ja,DIKSMUIDE,WEST-VLAANDEREN
8610,Handzame,Ja,KORTEMARK,WEST-VLAANDEREN
8610,Kortemark,Neen,KORTEMARK,WEST-VLAANDEREN
8610,Werken,Ja,KORTEMARK,WEST-VLAANDEREN
8610,Zarren,Ja,KORTEMARK,WEST-VLAANDEREN
8620,Nieuwpoort,Neen,NIEUWPOORT,WEST-VLAANDEREN
8620,Ramskapelle,Ja,NIEUWPOORT,WEST-VLAANDEREN
8620,Sint-Joris,Ja,NIEUWPOORT,WEST-VLAANDEREN
8630,Avekapelle,Ja,VEURNE,WEST-VLAANDEREN
8630,Booitshoeke,Ja,VEURNE,WEST-VLAANDEREN
8630,Bulskamp,Ja,VEURNE,WEST-VLAANDEREN
8630,De Moeren,Ja,VEURNE,WEST-VLAANDEREN
8630,Eggewaartskapelle,Ja,VEURNE,WEST-VLAANDEREN
8630,Houtem,Ja,VEURNE,WEST-VLAANDEREN
8630,Steenkerke,Ja,VEURNE,WEST-VLAANDEREN
8630,Veurne,Neen,VEURNE,WEST-VLAANDEREN
8630,Vinkem,Ja,VEURNE,WEST-VLAANDEREN
8630,Wulveringem,Ja,VEURNE,WEST-VLAANDEREN
8630,Zoutenaaie,Ja,VEURNE,WEST-VLAANDEREN
8640,Oostvleteren,Ja,VLETEREN,WEST-VLAANDEREN
8640,Westvleteren,Ja,VLETEREN,WEST-VLAANDEREN
8640,Woesten,Ja,VLETEREN,WEST-VLAANDEREN
8647,Lo,Ja,LO-RENINGE,WEST-VLAANDEREN
8647,Noordschote,Ja,LO-RENINGE,WEST-VLAANDEREN
8647,Pollinkhove,Ja,LO-RENINGE,WEST-VLAANDEREN
8647,Reninge,Ja,LO-RENINGE,WEST-VLAANDEREN
8650,Houthulst,Neen,HOUTHULST,WEST-VLAANDEREN
8650,Klerken,Ja,HOUTHULST,WEST-VLAANDEREN
8650,Merkem,Ja,HOUTHULST,WEST-VLAANDEREN
8660,Adinkerke,Ja,DE PANNE,WEST-VLAANDEREN
8660,De Panne,Neen,DE PANNE,WEST-VLAANDEREN
8670,Koksijde,Neen,KOKSIJDE,WEST-VLAANDEREN
8670,Oostduinkerke,Ja,KOKSIJDE,WEST-VLAANDEREN
8670,Wulpen,Ja,KOKSIJDE,WEST-VLAANDEREN
8680,Bovekerke,Ja,KOEKELARE,WEST-VLAANDEREN
8680,Koekelare,Neen,KOEKELARE,WEST-VLAANDEREN
8680,Zande,Ja,KOEKELARE,WEST-VLAANDEREN
8690,Alveringem,Neen,ALVERINGEM,WEST-VLAANDEREN
8690,Hoogstade,Ja,ALVERINGEM,WEST-VLAANDEREN
8690,Oeren,Ja,ALVERINGEM,WEST-VLAANDEREN
8690,Sint-Rijkers,Ja,ALVERINGEM,WEST-VLAANDEREN
8691,Beveren-aan-de-IJzer,Ja,ALVERINGEM,WEST-VLAANDEREN
8691,Gijverinkhove,Ja,ALVERINGEM,WEST-VLAANDEREN
8691,Izenberge,Ja,ALVERINGEM,WEST-VLAANDEREN
8691,Leisele,Ja,ALVERINGEM,WEST-VLAANDEREN
8691,Stavele,Ja,ALVERINGEM,WEST-VLAANDEREN
8700,Aarsele,Ja,TIELT,WEST-VLAANDEREN
8700,Kanegem,Ja,TIELT,WEST-VLAANDEREN
8700,Schuiferskapelle,Ja,TIELT,WEST-VLAANDEREN
8700,Tielt,Neen,TIELT,WEST-VLAANDEREN
8710,Ooigem,Ja,WIELSBEKE,WEST-VLAANDEREN
8710,Sint-Baafs-Vijve,Ja,WIELSBEKE,WEST-VLAANDEREN
8710,Wielsbeke,Neen,WIELSBEKE,WEST-VLAANDEREN
8720,Dentergem,Neen,DENTERGEM,WEST-VLAANDEREN
8720,Markegem,Ja,DENTERGEM,WEST-VLAANDEREN
8720,Oeselgem,Ja,DENTERGEM,WEST-VLAANDEREN
8720,Wakken,Ja,DENTERGEM,WEST-VLAANDEREN
8730,Beernem,Neen,BEERNEM,WEST-VLAANDEREN
8730,Oedelem,Ja,BEERNEM,WEST-VLAANDEREN
8730,Sint-Joris,Ja,BEERNEM,WEST-VLAANDEREN
8740,Egem,Ja,PITTEM,WEST-VLAANDEREN
8740,Pittem,Neen,PITTEM,WEST-VLAANDEREN
8750,Wingene,Neen,WINGENE,WEST-VLAANDEREN
8750,Zwevezele,Ja,WINGENE,WEST-VLAANDEREN
8755,Ruiselede,Neen,RUISELEDE,WEST-VLAANDEREN
8760,Meulebeke,Neen,MEULEBEKE,WEST-VLAANDEREN
8770,Ingelmunster,Neen,INGELMUNSTER,WEST-VLAANDEREN
8780,Oostrozebeke,Neen,OOSTROZEBEKE,WEST-VLAANDEREN
8790,Waregem,Neen,WAREGEM,WEST-VLAANDEREN
8791,Beveren,Ja,WAREGEM,WEST-VLAANDEREN
8792,Desselgem,Ja,WAREGEM,WEST-VLAANDEREN
8793,Sint-Eloois-Vijve,Ja,WAREGEM,WEST-VLAANDEREN
8800,Beveren,Ja,ROESELARE,WEST-VLAANDEREN
8800,Oekene,Ja,ROESELARE,WEST-VLAANDEREN
8800,Roeselare,Neen,ROESELARE,WEST-VLAANDEREN
8800,Rumbeke,Ja,ROESELARE,WEST-VLAANDEREN
8810,Lichtervelde,Neen,LICHTERVELDE,WEST-VLAANDEREN
8820,Torhout,Neen,TORHOUT,WEST-VLAANDEREN
8830,Gits,Ja,HOOGLEDE,WEST-VLAANDEREN
8830,Hooglede,Neen,HOOGLEDE,WEST-VLAANDEREN
8840,Oostnieuwkerke,Ja,STADEN,WEST-VLAANDEREN
8840,Staden,Neen,STADEN,WEST-VLAANDEREN
8840,Westrozebeke,Ja,STADEN,WEST-VLAANDEREN
8850,Ardooie,Neen,ARDOOIE,WEST-VLAANDEREN
8851,Koolskamp,Ja,ARDOOIE,WEST-VLAANDEREN
8860,Lendelede,Neen,LENDELEDE,WEST-VLAANDEREN
8870,Emelgem,Ja,IZEGEM,WEST-VLAANDEREN
8870,Izegem,Neen,IZEGEM,WEST-VLAANDEREN
8870,Kachtem,Ja,IZEGEM,WEST-VLAANDEREN
8880,Ledegem,Neen,LEDEGEM,WEST-VLAANDEREN
8880,Rollegem-Kapelle,Ja,LEDEGEM,WEST-VLAANDEREN
8880,Sint-Eloois-Winkel,Ja,LEDEGEM,WEST-VLAANDEREN
8890,Dadizele,Ja,MOORSLEDE,WEST-VLAANDEREN
8890,Moorslede,Neen,MOORSLEDE,WEST-VLAANDEREN
8900,Brielen,Ja,IEPER,WEST-VLAANDEREN
8900,Dikkebus,Ja,IEPER,WEST-VLAANDEREN
8900,Ieper,Neen,IEPER,WEST-VLAANDEREN
8900,Sint-Jan,Ja,IEPER,WEST-VLAANDEREN
8902,Hollebeke,Ja,IEPER,WEST-VLAANDEREN
8902,Voormezele,Ja,IEPER,WEST-VLAANDEREN
8902,Zillebeke,Ja,IEPER,WEST-VLAANDEREN
8904,Boezinge,Ja,IEPER,WEST-VLAANDEREN
8904,Zuidschote,Ja,IEPER,WEST-VLAANDEREN
8906,Elverdinge,Ja,IEPER,WEST-VLAANDEREN
8908,Vlamertinge,Ja,IEPER,WEST-VLAANDEREN
8920,Bikschote,Ja,LANGEMARK-POELKAPELLE,WEST-VLAANDEREN
8920,Langemark,Ja,LANGEMARK-POELKAPELLE,WEST-VLAANDEREN
8920,Poelkapelle,Ja,LANGEMARK-POELKAPELLE,WEST-VLAANDEREN
8930,Lauwe,Ja,MENEN,WEST-VLAANDEREN
8930,Menen,Neen,MENEN,WEST-VLAANDEREN
8930,Rekkem,Ja,MENEN,WEST-VLAANDEREN
8940,Geluwe,Ja,WERVIK,WEST-VLAANDEREN
8940,Wervik,Neen,WERVIK,WEST-VLAANDEREN
8950,Nieuwkerke,Ja,HEUVELLAND,WEST-VLAANDEREN
8951,Dranouter,Ja,HEUVELLAND,WEST-VLAANDEREN
8952,Wulvergem,Ja,HEUVELLAND,WEST-VLAANDEREN
8953,Wijtschate,Ja,HEUVELLAND,WEST-VLAANDEREN
8954,Westouter,Ja,HEUVELLAND,WEST-VLAANDEREN
8956,Kemmel,Ja,HEUVELLAND,WEST-VLAANDEREN
8957,Mesen,Neen,MESEN,WEST-VLAANDEREN
8958,Loker,Ja,HEUVELLAND,WEST-VLAANDEREN
8970,Poperinge,Neen,POPERINGE,WEST-VLAANDEREN
8970,Reningelst,Ja,POPERINGE,WEST-VLAANDEREN
8972,Krombeke,Ja,POPERINGE,WEST-VLAANDEREN
8972,Proven,Ja,POPERINGE,WEST-VLAANDEREN
8972,Roesbrugge-Haringe,Ja,POPERINGE,WEST-VLAANDEREN
8978,Watou,Ja,POPERINGE,WEST-VLAANDEREN
8980,Beselare,Ja,ZONNEBEKE,WEST-VLAANDEREN
8980,Geluveld,Ja,ZONNEBEKE,WEST-VLAANDEREN
8980,Passendale,Ja,ZONNEBEKE,WEST-VLAANDEREN
8980,Zandvoorde,Ja,ZONNEBEKE,WEST-VLAANDEREN
8980,Zonnebeke,Neen,ZONNEBEKE,WEST-VLAANDEREN
9000,Gent,Neen,GENT,OOST-VLAANDEREN
9030,Mariakerke,Ja,GENT,OOST-VLAANDEREN
9031,Drongen,Ja,GENT,OOST-VLAANDEREN
9032,Wondelgem,Ja,GENT,OOST-VLAANDEREN
9040,Sint-Amandsberg,Ja,GENT,OOST-VLAANDEREN
9041,Oostakker,Ja,GENT,OOST-VLAANDEREN
9042,Desteldonk,Ja,GENT,OOST-VLAANDEREN
9042,Mendonk,Ja,GENT,OOST-VLAANDEREN
9042,Sint-Kruis-Winkel,Ja,GENT,OOST-VLAANDEREN
9050,Gentbrugge,Ja,GENT,OOST-VLAANDEREN
9050,Ledeberg,Ja,GENT,OOST-VLAANDEREN
9051,Afsnee,Ja,GENT,OOST-VLAANDEREN
9051,Sint-Denijs-Westrem,Ja,GENT,OOST-VLAANDEREN
9052,Zwijnaarde,Ja,GENT,OOST-VLAANDEREN
9060,Zelzate,Neen,ZELZATE,OOST-VLAANDEREN
9070,Destelbergen,Neen,DESTELBERGEN,OOST-VLAANDEREN
9070,Heusden,Ja,DESTELBERGEN,OOST-VLAANDEREN
9075,CSM Gent X,,CSM Gent X,
9080,Beervelde,Ja,LOCHRISTI,OOST-VLAANDEREN
9080,Lochristi,Neen,LOCHRISTI,OOST-VLAANDEREN
9080,Zaffelare,Ja,LOCHRISTI,OOST-VLAANDEREN
9080,Zeveneken,Ja,LOCHRISTI,OOST-VLAANDEREN
9090,Gontrode,Ja,MELLE,OOST-VLAANDEREN
9090,Melle,Neen,MELLE,OOST-VLAANDEREN
9099,Gent X,,Gent X,
9100,Nieuwkerken-Waas,Ja,SINT-NIKLAAS,OOST-VLAANDEREN
9100,Sint-Niklaas,Neen,SINT-NIKLAAS,OOST-VLAANDEREN
9111,Belsele,Ja,SINT-NIKLAAS,OOST-VLAANDEREN
9112,Sinaai-Waas,Ja,SINT-NIKLAAS,OOST-VLAANDEREN
9120,Beveren-Waas,Neen,BEVEREN-WAAS,OOST-VLAANDEREN
9120,Haasdonk,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9120,Kallo,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9120,Melsele,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9120,Vrasene,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9130,Doel,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9130,Kallo,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9130,Kieldrecht,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9130,Verrebroek,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9140,Elversele,Ja,TEMSE,OOST-VLAANDEREN
9140,Steendorp,Ja,TEMSE,OOST-VLAANDEREN
9140,Temse,Neen,TEMSE,OOST-VLAANDEREN
9140,Tielrode,Ja,TEMSE,OOST-VLAANDEREN
9150,Bazel,Ja,KRUIBEKE,OOST-VLAANDEREN
9150,Kruibeke,Neen,KRUIBEKE,OOST-VLAANDEREN
9150,Rupelmonde,Ja,KRUIBEKE,OOST-VLAANDEREN
9160,Daknam,Ja,LOKEREN,OOST-VLAANDEREN
9160,Eksaarde,Ja,LOKEREN,OOST-VLAANDEREN
9160,Lokeren,Neen,LOKEREN,OOST-VLAANDEREN
9170,De Klinge,Ja,SINT-GILLIS-WAAS,OOST-VLAANDEREN
9170,Meerdonk,Ja,SINT-GILLIS-WAAS,OOST-VLAANDEREN
9170,Sint-Gillis-Waas,Neen,SINT-GILLIS-WAAS,OOST-VLAANDEREN
9170,Sint-Pauwels,Ja,SINT-GILLIS-WAAS,OOST-VLAANDEREN
9180,Moerbeke-Waas,Neen,MOERBEKE-WAAS,OOST-VLAANDEREN
9185,Wachtebeke,Neen,WACHTEBEKE,OOST-VLAANDEREN
9190,Kemzeke,Ja,STEKENE,OOST-VLAANDEREN
9190,Stekene,Neen,STEKENE,OOST-VLAANDEREN
9200,Appels,Ja,DENDERMONDE,OOST-VLAANDEREN
9200,Baasrode,Ja,DENDERMONDE,OOST-VLAANDEREN
9200,Dendermonde,Neen,DENDERMONDE,OOST-VLAANDEREN
9200,Grembergen,Ja,DENDERMONDE,OOST-VLAANDEREN
9200,Mespelare,Ja,DENDERMONDE,OOST-VLAANDEREN
9200,Oudegem,Ja,DENDERMONDE,OOST-VLAANDEREN
9200,Schoonaarde,Ja,DENDERMONDE,OOST-VLAANDEREN
9200,Sint-Gillis-Dendermonde,Ja,DENDERMONDE,OOST-VLAANDEREN
9220,Hamme,Neen,HAMME,OOST-VLAANDEREN
9220,Moerzeke,Ja,HAMME,OOST-VLAANDEREN
9230,Massemen,Ja,WETTEREN,OOST-VLAANDEREN
9230,Westrem,Ja,WETTEREN,OOST-VLAANDEREN
9230,Wetteren,Neen,WETTEREN,OOST-VLAANDEREN
9240,Zele,Neen,ZELE,OOST-VLAANDEREN
9250,Waasmunster,Neen,WAASMUNSTER,OOST-VLAANDEREN
9255,Buggenhout,Neen,BUGGENHOUT,OOST-VLAANDEREN
9255,Opdorp,Ja,BUGGENHOUT,OOST-VLAANDEREN
9260,Schellebelle,Ja,WICHELEN,OOST-VLAANDEREN
9260,Serskamp,Ja,WICHELEN,OOST-VLAANDEREN
9260,Wichelen,Neen,WICHELEN,OOST-VLAANDEREN
9270,Kalken,Ja,LAARNE,OOST-VLAANDEREN
9270,Laarne,Neen,LAARNE,OOST-VLAANDEREN
9280,Denderbelle,Ja,LEBBEKE,OOST-VLAANDEREN
9280,Lebbeke,Neen,LEBBEKE,OOST-VLAANDEREN
9280,Wieze,Ja,LEBBEKE,OOST-VLAANDEREN
9290,Berlare,Neen,BERLARE,OOST-VLAANDEREN
9290,Overmere,Ja,BERLARE,OOST-VLAANDEREN
9290,Uitbergen,Ja,BERLARE,OOST-VLAANDEREN
9300,Aalst,Neen,AALST,OOST-VLAANDEREN
9308,Gijzegem,Ja,AALST,OOST-VLAANDEREN
9308,Hofstade,Ja,AALST,OOST-VLAANDEREN
9310,Baardegem,Ja,AALST,OOST-VLAANDEREN
9310,Herdersem,Ja,AALST,OOST-VLAANDEREN
9310,Meldert,Ja,AALST,OOST-VLAANDEREN
9310,Moorsel,Ja,AALST,OOST-VLAANDEREN
9320,Erembodegem,Ja,AALST,OOST-VLAANDEREN
9320,Nieuwerkerken,Ja,AALST,OOST-VLAANDEREN
9340,Impe,Ja,LEDE,OOST-VLAANDEREN
9340,Lede,Neen,LEDE,OOST-VLAANDEREN
9340,Oordegem,Ja,LEDE,OOST-VLAANDEREN
9340,Smetlede,Ja,LEDE,OOST-VLAANDEREN
9340,Wanzele,Ja,LEDE,OOST-VLAANDEREN
9400,Appelterre-Eichem,Ja,NINOVE,OOST-VLAANDEREN
9400,Denderwindeke,Ja,NINOVE,OOST-VLAANDEREN
9400,Lieferinge,Ja,NINOVE,OOST-VLAANDEREN
9400,Nederhasselt,Ja,NINOVE,OOST-VLAANDEREN
9400,Ninove,Neen,NINOVE,OOST-VLAANDEREN
9400,Okegem,Ja,NINOVE,OOST-VLAANDEREN
9400,Voorde,Ja,NINOVE,OOST-VLAANDEREN
9401,Pollare,Ja,NINOVE,OOST-VLAANDEREN
9402,Meerbeke,Ja,NINOVE,OOST-VLAANDEREN
9403,Neigem,Ja,NINOVE,OOST-VLAANDEREN
9404,Aspelare,Ja,NINOVE,OOST-VLAANDEREN
9406,Outer,Ja,NINOVE,OOST-VLAANDEREN
9420,Aaigem,Ja,ERPE-MERE,OOST-VLAANDEREN
9420,Bambrugge,Ja,ERPE-MERE,OOST-VLAANDEREN
9420,Burst,Ja,ERPE-MERE,OOST-VLAANDEREN
9420,Erondegem,Ja,ERPE-MERE,OOST-VLAANDEREN
9420,Erpe,Ja,ERPE-MERE,OOST-VLAANDEREN
9420,Mere,Ja,ERPE-MERE,OOST-VLAANDEREN
9420,Ottergem,Ja,ERPE-MERE,OOST-VLAANDEREN
9420,Vlekkem,Ja,ERPE-MERE,OOST-VLAANDEREN
9450,Denderhoutem,Ja,HAALTERT,OOST-VLAANDEREN
9450,Haaltert,Neen,HAALTERT,OOST-VLAANDEREN
9450,Heldergem,Ja,HAALTERT,OOST-VLAANDEREN
9451,Kerksken,Ja,HAALTERT,OOST-VLAANDEREN
9470,Denderleeuw,Neen,DENDERLEEUW,OOST-VLAANDEREN
9472,Iddergem,Ja,DENDERLEEUW,OOST-VLAANDEREN
9473,Welle,Ja,DENDERLEEUW,OOST-VLAANDEREN
9500,Geraardsbergen,Neen,GERAARDSBERGEN,OOST-VLAANDEREN
9500,Goeferdinge,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9500,Moerbeke,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9500,Nederboelare,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9500,Onkerzele,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9500,Ophasselt,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9500,Overboelare,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9500,Viane,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9500,Zarlardinge,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9506,Grimminge,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9506,Idegem,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9506,Nieuwenhove,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9506,Schendelbeke,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9506,Smeerebbe-Vloerzegem,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9506,Waarbeke,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9506,Zandbergen,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9520,Bavegem,Ja,SINT-LIEVENS-HOUTEM,OOST-VLAANDEREN
9520,Oombergen,Ja,SINT-LIEVENS-HOUTEM,OOST-VLAANDEREN
9520,Sint-Lievens-Houtem,Neen,SINT-LIEVENS-HOUTEM,OOST-VLAANDEREN
9520,Vlierzele,Ja,SINT-LIEVENS-HOUTEM,OOST-VLAANDEREN
9520,Zonnegem,Ja,SINT-LIEVENS-HOUTEM,OOST-VLAANDEREN
9521,Letterhoutem,Ja,SINT-LIEVENS-HOUTEM,OOST-VLAANDEREN
9550,Herzele,Neen,HERZELE,OOST-VLAANDEREN
9550,Hillegem,Ja,HERZELE,OOST-VLAANDEREN
9550,Sint-Antelinks,Ja,HERZELE,OOST-VLAANDEREN
9550,Sint-Lievens-Esse,Ja,HERZELE,OOST-VLAANDEREN
9550,Steenhuize-Wijnhuize,Ja,HERZELE,OOST-VLAANDEREN
9550,Woubrechtegem,Ja,HERZELE,OOST-VLAANDEREN
9551,Ressegem,Ja,HERZELE,OOST-VLAANDEREN
9552,Borsbeke,Ja,HERZELE,OOST-VLAANDEREN
9570,Deftinge,Ja,LIERDE,OOST-VLAANDEREN
9570,Sint-Maria-Lierde,Ja,LIERDE,OOST-VLAANDEREN
9571,Hemelveerdegem,Ja,LIERDE,OOST-VLAANDEREN
9572,Sint-Martens-Lierde,Ja,LIERDE,OOST-VLAANDEREN
9600,Ronse,Neen,RONSE,OOST-VLAANDEREN
9620,Elene,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Erwetegem,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Godveerdegem,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Grotenberge,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Leeuwergem,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Oombergen,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Sint-Goriks-Oudenhove,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Sint-Maria-Oudenhove,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Strijpen,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Velzeke-Ruddershove,Ja,ZOTTEGEM,OOST-VLAANDEREN
9620,Zottegem,Neen,ZOTTEGEM,OOST-VLAANDEREN
9630,Beerlegem,Ja,ZWALM,OOST-VLAANDEREN
9630,Dikkele,Ja,ZWALM,OOST-VLAANDEREN
9630,Hundelgem,Ja,ZWALM,OOST-VLAANDEREN
9630,Meilegem,Ja,ZWALM,OOST-VLAANDEREN
9630,Munkzwalm,Ja,ZWALM,OOST-VLAANDEREN
9630,Paulatem,Ja,ZWALM,OOST-VLAANDEREN
9630,Roborst,Ja,ZWALM,OOST-VLAANDEREN
9630,Rozebeke,Ja,ZWALM,OOST-VLAANDEREN
9630,Sint-Blasius-Boekel,Ja,ZWALM,OOST-VLAANDEREN
9630,Sint-Denijs-Boekel,Ja,ZWALM,OOST-VLAANDEREN
9630,Sint-Maria-Latem,Ja,ZWALM,OOST-VLAANDEREN
9636,Nederzwalm-Hermelgem,Ja,ZWALM,OOST-VLAANDEREN
9660,Brakel,Neen,BRAKEL,OOST-VLAANDEREN
9660,Elst,Ja,BRAKEL,OOST-VLAANDEREN
9660,Everbeek,Ja,BRAKEL,OOST-VLAANDEREN
9660,Michelbeke,Ja,BRAKEL,OOST-VLAANDEREN
9660,Nederbrakel,Ja,BRAKEL,OOST-VLAANDEREN
9660,Opbrakel,Ja,BRAKEL,OOST-VLAANDEREN
9660,Sint-Maria-Oudenhove,Ja,BRAKEL,OOST-VLAANDEREN
9660,Zegelsem,Ja,BRAKEL,OOST-VLAANDEREN
9661,Parike,Ja,BRAKEL,OOST-VLAANDEREN
9667,Sint-Kornelis-Horebeke,Ja,HOREBEKE,OOST-VLAANDEREN
9667,Sint-Maria-Horebeke,Ja,HOREBEKE,OOST-VLAANDEREN
9680,Etikhove,Ja,MAARKEDAL,OOST-VLAANDEREN
9680,Maarke-Kerkem,Ja,MAARKEDAL,OOST-VLAANDEREN
9681,Nukerke,Ja,MAARKEDAL,OOST-VLAANDEREN
9688,Schorisse,Ja,MAARKEDAL,OOST-VLAANDEREN
9690,Berchem,Ja,KLUISBERGEN,OOST-VLAANDEREN
9690,Kwaremont,Ja,KLUISBERGEN,OOST-VLAANDEREN
9690,Ruien,Ja,KLUISBERGEN,OOST-VLAANDEREN
9690,Zulzeke,Ja,KLUISBERGEN,OOST-VLAANDEREN
9700,Bevere,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Edelare,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Eine,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Ename,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Heurne,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Leupegem,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Mater,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Melden,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Mullem,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Nederename,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Ooike,Ja,OUDENAARDE,OOST-VLAANDEREN
9700,Oudenaarde,Neen,OUDENAARDE,OOST-VLAANDEREN
